tanggal_lengkap,cabe_rawit_merah,lag_1
2025-03-29,100000.0,100000.0
2025-03-30,100000.0,100000.0
2025-03-31,100000.0,100000.0
2025-04-01,100000.0,100000.0
2025-04-02,100000.0,100000.0
2025-04-03,100000.0,100000.0
2025-04-04,100000.0,100000.0
2025-04-05,100000.0,100000.0
2025-04-06,100000.0,100000.0
2025-04-07,100000.0,100000.0
2025-04-08,100000.0,100000.0
2025-04-09,90000.0,100000.0
2025-04-10,90000.0,90000.0
2025-04-11,90000.0,90000.0
2025-04-12,90000.0,90000.0
2025-04-13,90000.0,90000.0
2025-04-14,90000.0,90000.0
2025-04-15,75000.0,90000.0
2025-04-16,75000.0,75000.0
2025-04-17,85000.0,75000.0
2025-04-18,85000.0,85000.0
2025-04-19,85000.0,85000.0
2025-04-20,85000.0,85000.0
2025-04-21,60000.0,85000.0
2025-04-22,60000.0,60000.0
2025-04-23,50000.0,60000.0
2025-04-24,50000.0,50000.0
2025-04-25,45000.0,50000.0
2025-04-26,45000.0,45000.0
2025-04-27,45000.0,45000.0
2025-04-28,40000.0,45000.0
2025-04-29,40000.0,40000.0
2025-04-30,40000.0,40000.0
2025-05-01,40000.0,40000.0
2025-05-02,40000.0,40000.0
2025-05-03,40000.0,40000.0
2025-05-04,40000.0,40000.0
2025-05-05,40000.0,40000.0
2025-05-06,40000.0,40000.0
2025-05-07,40000.0,40000.0
2025-05-08,40000.0,40000.0
2025-05-09,40000.0,40000.0
2025-05-10,40000.0,40000.0
2025-05-11,40000.0,40000.0
2025-05-12,40000.0,40000.0
2025-05-13,41000.0,40000.0
2025-05-14,30000.0,41000.0
2025-05-15,30000.0,30000.0
2025-05-16,30000.0,30000.0
2025-05-17,30000.0,30000.0
2025-05-18,30000.0,30000.0
2025-05-19,30000.0,30000.0
2025-05-20,30000.0,30000.0
2025-05-21,30000.0,30000.0
2025-05-22,30000.0,30000.0
2025-05-23,30000.0,30000.0
2025-05-24,30000.0,30000.0
2025-05-25,30000.0,30000.0
2025-05-26,30000.0,30000.0
2025-05-27,30000.0,30000.0
2025-05-28,35000.0,30000.0
2025-05-29,35000.0,35000.0
2025-05-30,35000.0,35000.0
2025-05-31,35000.0,35000.0
2025-06-01,35000.0,35000.0
2025-06-02,38000.0,35000.0
2025-06-03,40000.0,38000.0
2025-06-04,38000.0,40000.0
2025-06-05,38000.0,38000.0
2025-06-06,38000.0,38000.0
2025-06-07,38000.0,38000.0
2025-06-08,38000.0,38000.0
2025-06-09,38000.0,38000.0
2025-06-10,38000.0,38000.0
2025-06-11,40000.0,38000.0
2025-06-12,40000.0,40000.0
2025-06-13,40000.0,40000.0
2025-06-14,40000.0,40000.0
2025-06-15,40000.0,40000.0
2025-06-16,50000.0,40000.0
2025-06-17,50000.0,50000.0
2025-06-18,50000.0,50000.0
2025-06-19,50000.0,50000.0
2025-06-20,60000.0,50000.0
2025-06-21,60000.0,60000.0
2025-06-22,60000.0,60000.0
2025-06-23,60000.0,60000.0
2025-06-24,60000.0,60000.0
2025-06-25,55000.0,60000.0
2025-06-26,55000.0,55000.0
2025-06-27,55000.0,55000.0
2025-06-28,55000.0,55000.0
2025-06-29,55000.0,55000.0
2025-06-30,60000.0,55000.0
2025-07-01,60000.0,60000.0
2025-07-02,60000.0,60000.0
2025-07-03,60000.0,60000.0
2025-07-04,65000.0,60000.0
2025-07-05,65000.0,65000.0
2025-07-06,65000.0,65000.0
2025-07-07,65000.0,65000.0
2025-07-08,65000.0,65000.0
2025-07-09,65000.0,65000.0
2025-07-10,65000.0,65000.0
2025-07-11,65000.0,65000.0
2025-07-12,65000.0,65000.0
2025-07-13,65000.0,65000.0
2025-07-14,65000.0,65000.0
2025-07-15,65000.0,65000.0
2025-07-16,65000.0,65000.0
2025-07-17,65000.0,65000.0
2025-07-18,45000.0,65000.0
2025-07-19,45000.0,45000.0
2025-07-20,65000.0,45000.0
2025-07-21,40000.0,65000.0
2025-07-22,40000.0,40000.0
2025-07-23,45000.0,40000.0
2025-07-24,45000.0,45000.0
2025-07-25,45000.0,45000.0
2025-07-26,45000.0,45000.0
2025-07-27,45000.0,45000.0
2025-07-28,45000.0,45000.0
2025-07-29,45000.0,45000.0
2025-07-30,45000.0,45000.0
2025-07-31,45000.0,45000.0
2025-08-01,48020.0,45000.0
2025-08-02,47435.0,48020.0
2025-08-03,46789.0,47435.0
2025-08-04,44253.0,46789.0
2025-08-05,43996.0,44253.0
2025-08-06,43858.0,43996.0
2025-08-07,43398.0,43858.0
2025-08-08,43292.0,43398.0
2025-08-09,43370.0,43292.0
2025-08-10,43024.0,43370.0
2025-08-11,42490.0,43024.0
2025-08-12,42313.0,42490.0
2025-08-13,42073.0,42313.0
2025-08-14,40561.0,42073.0
2025-08-15,40481.0,40561.0
2025-08-16,40437.0,40481.0
2025-08-17,40437.0,40437.0
2025-08-18,39897.0,40437.0
2025-08-19,41004.0,39897.0
2025-08-20,40402.0,41004.0
2025-08-21,40744.0,40402.0
2025-08-22,40781.0,40744.0
2025-08-23,40500.0,40781.0
2025-08-24,40574.0,40500.0
2025-08-25,39510.0,40574.0
2025-08-26,39263.0,39510.0
2025-08-27,39154.0,39263.0
2025-08-28,39200.0,39154.0
2025-08-29,39290.0,39200.0
2025-08-30,39220.0,39290.0
2025-08-31,39561.0,39220.0
2025-09-01,37924.0,39561.0
2025-09-02,37224.0,37924.0
2025-09-03,36581.0,37224.0
2025-09-04,37090.0,36581.0
2025-09-05,37448.0,37090.0
2025-09-06,37663.0,37448.0
2025-09-07,37587.0,37663.0
2025-09-08,39690.0,37587.0
2025-09-09,40105.0,39690.0
2025-09-10,40481.0,40105.0
2025-09-11,40581.0,40481.0
2025-09-12,40862.0,40581.0
2025-09-13,41040.0,40862.0
2025-09-14,41280.0,41040.0
2025-09-15,41113.0,41280.0
2025-09-16,40721.0,41113.0
2025-09-17,40885.0,40721.0
2025-09-18,42177.0,40885.0
2025-09-19,42649.0,42177.0
2025-09-20,43597.0,42649.0
2025-09-21,43962.0,43597.0
2025-09-22,43350.0,43962.0
2025-09-23,44191.0,43350.0
2025-09-24,43799.0,44191.0
2025-09-25,43850.0,43799.0
2025-09-26,43723.0,43850.0
2025-09-27,42194.0,43723.0
2025-09-28,43058.0,42194.0
2025-09-29,42533.0,43058.0
2025-09-30,42685.0,42533.0
2025-10-01,42594.0,42685.0
2025-10-02,41714.0,42594.0
2025-10-03,41540.0,41714.0
2025-10-04,40970.0,41540.0
2025-10-05,40474.0,40970.0
2025-10-06,42188.0,40474.0
2025-10-07,42608.0,42188.0
2025-10-08,41173.0,42608.0
2025-10-09,42051.0,41173.0
2025-10-10,42525.0,42051.0
2025-10-11,42321.0,42525.0
2025-10-12,42603.0,42321.0
2025-10-13,42104.0,42603.0
2025-10-14,42407.0,42104.0
2025-10-15,42191.0,42407.0
2025-10-16,42052.0,42191.0
2025-10-17,42004.0,42052.0
2025-10-18,41427.0,42004.0
2025-10-19,41145.0,41427.0
2025-10-20,40622.0,41145.0
2025-10-21,39446.0,40622.0
2025-10-22,39089.0,39446.0
2025-10-23,38842.0,39089.0
2025-10-24,38204.0,38842.0
2025-10-25,37706.0,38204.0
2025-10-26,37271.0,37706.0
2025-10-27,37097.0,37271.0
2025-10-28,35945.0,37097.0
2025-10-29,37016.0,35945.0
2025-10-30,36910.0,37016.0
2025-10-31,37017.0,36910.0
2025-11-01,36872.0,37017.0
2025-11-02,36583.0,36872.0
2025-11-03,36569.0,36583.0
2025-11-04,36569.0,36569.0
2025-11-05,36156.0,36569.0
2025-11-06,36142.0,36156.0
2025-11-07,35724.0,36142.0
2025-11-08,36362.0,35724.0
2025-11-09,36261.0,36362.0
2025-11-10,36602.0,36261.0
2025-11-11,36876.0,36602.0
2025-11-12,36611.0,36876.0
2025-11-13,36480.0,36611.0
2025-11-14,36680.0,36480.0
2025-11-15,37196.0,36680.0
2025-11-16,37253.0,37196.0
2025-11-17,38719.0,37253.0
2025-11-18,41512.0,38719.0
2025-11-19,43293.0,41512.0
2025-11-20,44202.0,43293.0
2025-11-21,44797.0,44202.0
2025-11-22,44726.0,44797.0
2025-11-23,45165.0,44726.0
2025-11-24,46565.0,45165.0
2025-11-25,47195.0,46565.0
2025-11-26,47784.0,47195.0
2025-11-27,48599.0,47784.0
2025-11-28,49294.0,48599.0
2025-11-29,49715.0,49294.0
2025-11-30,50977.0,49715.0
2025-12-01,57305.0,50977.0
2025-12-02,60614.0,57305.0
2025-12-03,62149.0,60614.0
2025-12-04,67819.0,62149.0
2025-12-05,69982.0,67819.0
2025-12-06,70419.0,69982.0
2025-12-07,70577.0,70419.0
2025-12-08,76096.0,70577.0
2025-12-09,79134.0,76096.0
2025-12-10,79128.0,79134.0
2025-12-11,80677.0,79128.0
2025-12-12,79135.0,80677.0
2025-12-13,80734.0,79135.0
2025-12-14,79818.0,80734.0
2025-12-15,80018.0,79818.0
2025-12-16,81318.0,80018.0
2025-12-17,79549.0,81318.0
2025-12-18,75852.0,79549.0
2025-12-19,73774.0,75852.0
2025-12-20,73139.0,73774.0
2025-12-21,72942.0,73139.0
2025-12-22,73733.0,72942.0
2025-12-23,72884.0,73733.0
2025-12-24,72350.0,72884.0
2025-12-25,72799.0,72350.0
2025-12-26,73081.0,72799.0
2025-12-27,72811.0,73081.0
2025-12-28,73218.0,72811.0
2025-12-29,73692.0,73218.0
2025-12-30,70399.0,73692.0
2025-12-31,67000.0,70399.0
